Replacement Yield by year
MSY=  263.199
Year ReplacYield Bsp Catch
1964 2.67949e-05 2934.14
1965 7.52176 2891.89
1966 61.9655 2727.91
1967 202.606 2486.62
1968 372.43 2315.14
1969 528.458 2081.41
1970 575.04 2077.26
1971 536.08 2020.54
1972 466.833 1956.81
1973 459.247 1614.89
1974 479.631 1406.51
1975 440.469 1366.81
1976 382.672 1316.48
1977 326.438 1105.65
1978 266.965 1002.48
1979 211.202 893.428
1980 184.831 797.617
1981 251.865 808.068
1982 422.363 842.148
1983 551.676 938.445
1984 539.972 1122.24
1985 486.951 1278.42
1986 426.107 1367.19
1987 335.167 1404.99
1988 270.987 1435.52
1989 229.035 1371.64
1990 186.647 1294.62
1991 150.399 1344.02
1992 119.078 1430.6
1993 89.2155 1459.02
1994 89.6099 1441.88
1995 94.0262 1421.23
1996 82.5571 1388.35
1997 79.8722 1347.12
1998 74.7509 1314.34
1999 74.8773 1285.63
2000 84.3548 1203.36
2001 109.08 1132.75
2002 164.327 1074.76
2003 214.026 1082.4
2004 229.558 1103.36
2005 213.387 1153.04
2006 202.882 1202.9
2007 223.518 1263.58
2008 256.533 1352.33
2009 248.974 1469.42
2010 211.953 1566.41
2011 178.141 1623.77
2012 155.852 1648.64
2013 132.022 1653.93
2014 110.171 1635.32
2015 137.117 1617.47
2016 183.431 1612.38
2017 198.115 1636.19
2018 159.189 1672.75
2019 136.374 1677.22
2020 170.741 1663.12
2021 201.956 1703.33
2022 179.953 1738.01
2023 102.248 1756.49
2024 74.5673 1695.9
