Replacement Yield by year
MSY=  210.552
Year ReplacYield Bsp Catch
1964 2.74292e-05 3111.81
1965 7.34227 3069.55
1966 56.093 2905.36
1967 183.461 2658.89
1968 339.74 2471.03
1969 492.9 2209.86
1970 546.958 2176.19
1971 519.475 2097.31
1972 457.574 2021.44
1973 450.753 1674.54
1974 466.694 1462.22
1975 423.299 1414.47
1976 364.238 1351.28
1977 308.093 1125.98
1978 248.623 1008.06
1979 191.812 883.586
1980 163.919 770.846
1981 218.26 762.729
1982 353.15 767.752
1983 446.974 806.839
1984 416.994 901.74
1985 358.486 948.377
1986 306.701 920.317
1987 238.74 848.168
1988 183.413 788.812
1989 149.607 642.804
1990 126.312 491.264
1991 110.846 485.157
1992 104.649 536.48
1993 99.622 552.262
1994 104.884 544.347
1995 115.665 537.483
1996 121.843 523.855
1997 124.571 517.408
1998 130.654 524.896
1999 136.715 546.959
2000 140.845 518.349
2001 151.003 496.806
2002 175.072 474.533
2003 187.397 491.649
2004 180.682 487.196
2005 162.891 491.463
2006 153.985 494.193
2007 160.963 509.643
2008 174.285 541.378
2009 170.774 583.878
2010 152.452 609.859
2011 134.001 612.786
2012 124.432 596.847
2013 116.882 572.796
2014 116.317 539.441
2015 137.227 526.871
2016 165.132 521.771
2017 169.861 529.579
2018 150.189 541.077
2019 140.708 537.295
2020 160.416 526.745
2021 178.838 558.604
2022 165.715 572.836
2023 126.079 578.615
2024 106.32 538.098
