Replacement Yield by year
MSY=  260.279
Year ReplacYield Bsp Catch
1964 2.53112e-05 2844.03
1965 7.53969 2801.79
1966 64.6094 2637.87
1967 211.365 2399.03
1968 387.85 2235.73
1969 547.128 2016.66
1970 592.825 2030.95
1971 550.398 1992.44
1972 475.961 1943.61
1973 461.016 1611.18
1974 475.2 1406.56
1975 431.931 1365.7
1976 371.356 1309.76
1977 313.255 1090.18
1978 253.32 976.393
1979 197.837 855.736
1980 171.746 748.24
1981 229.158 747.249
1982 370.775 762.051
1983 471.324 816.268
1984 444.391 932.299
1985 384.321 1003.59
1986 329.217 999.167
1987 256.421 947.803
1988 199.718 904.953
1989 164.818 774.319
1990 138.141 637.249
1991 117.888 642.175
1992 105.249 699.797
1993 93.9767 716.034
1994 96.335 703.032
1995 104.081 688.395
1996 106.269 664.37
1997 108.235 644.011
1998 113.118 636.662
1999 119.58 642.612
2000 127.42 599.074
2001 143.01 565.922
2002 174.902 537.089
2003 194.732 554.186
2004 191.845 556.891
2005 173.94 571.788
2006 164.322 585.053
2007 172.958 610.318
2008 189.188 653.261
2009 185.294 709.566
2010 164.133 749.054
2011 143.039 762.969
2012 130.841 755.646
2013 119.972 737.801
2014 116.047 707.633
2015 138.642 694.923
2016 170.898 691.19
2017 178.501 704.217
2018 157.05 723.616
2019 147.32 726.222
2020 171.449 721.901
2021 193.974 763.692
2022 180.596 791.761
2023 134.55 811.231
2024 123.585 778.941
