Replacement Yield by year
MSY=  263.039
Year ReplacYield Bsp Catch
1964 2.51685e-05 2855.57
1965 7.53761 2813.33
1966 64.1566 2649.4
1967 209.841 2410.16
1968 385.312 2245.59
1969 544.632 2024.52
1970 591.144 2036.96
1971 549.718 1997.53
1972 475.706 1948.66
1973 460.246 1616.53
1974 473.508 1411.89
1975 429.622 1370.26
1976 368.827 1312.78
1977 310.656 1091.34
1978 250.74 975.569
1979 195.197 852.814
1980 168.978 743.063
1981 224.105 739.671
1982 358.806 750.156
1983 452.064 794.494
1984 421.263 894.141
1985 360.206 944.749
1986 307.106 918.27
1987 239.079 846.477
1988 184.133 787.432
1989 150.392 642.104
1990 127.015 491.307
1991 111.556 485.859
1992 105.285 537.85
1993 100.045 554.227
1994 104.976 546.701
1995 115.484 539.92
1996 121.509 526.126
1997 124.21 519.376
1998 130.261 526.538
1999 136.326 548.251
2000 140.573 519.312
2001 150.854 497.545
2002 175.014 475.164
2003 187.459 492.252
2004 180.89 487.884
2005 163.222 492.367
2006 154.399 495.425
2007 161.42 511.28
2008 174.718 543.461
2009 171.139 586.388
2010 152.727 612.727
2011 134.155 615.926
2012 124.457 600.146
2013 116.822 576.135
2014 116.175 542.743
2015 136.904 530.056
2016 164.68 524.677
2017 169.586 532.095
2018 150.337 543.357
2019 141.398 539.715
2020 161.722 529.813
2021 180.905 562.883
2022 168.742 579.031
2023 130.253 587.623
2024 122.353 551.008
